0 11
0 0.000000 0.000000
1 1.000000 0.031411
2 2.000000 0.125333
3 3.000000 0.278991
4 4.000000 0.481754
5 5.000000 0.707107
6 6.000000 0.904827
7 7.000000 0.999507
8 8.000000 0.904827
9 9.000000 0.562083
10 10.000000 0.000000



1 11
0 0.000000 0.000000
1 1.000000 0.031215
2 2.000000 0.124942
3 3.000000 0.278533
4 4.000000 0.481545
5 5.000000 0.707612
6 6.000000 0.906181
7 7.000000 1.000646
8 8.000000 0.903550
9 9.000000 0.558345
10 10.000000 0.000000



2 11
0 0.000000 0.000000
1 1.000000 0.019221
2 2.000000 0.078111
3 3.000000 0.174964
4 4.000000 0.303388
5 5.000000 0.446889
6 6.000000 0.573209
7 7.000000 0.632732
8 8.000000 0.568945
9 9.000000 0.348522
10 10.000000 0.000000



3 11
0 0.000000 0.000000
1 1.000000 0.000155
2 2.000000 0.002864
3 3.000000 0.008020
4 4.000000 0.015591
5 5.000000 0.024811
6 6.000000 0.033114
7 7.000000 0.035582
8 8.000000 0.027359
9 9.000000 0.011516
10 10.000000 0.000000



4 11
0 0.000000 0.000000
1 1.000000 -0.018676
2 2.000000 -0.072125
3 3.000000 -0.158604
4 4.000000 -0.271799
5 5.000000 -0.396886
6 6.000000 -0.507020
7 7.000000 -0.562555
8 8.000000 -0.515997
9 9.000000 -0.326908
10 10.000000 0.000000



5 11
0 0.000000 0.000000
1 1.000000 -0.030098
2 2.000000 -0.118316
3 3.000000 -0.261359
4 4.000000 -0.448901
5 5.000000 -0.656626
6 6.000000 -0.840146
7 7.000000 -0.933054
8 8.000000 -0.855028
9 9.000000 -0.540085
10 10.000000 0.000000



6 11
0 0.000000 0.000000
1 1.000000 -0.029711
2 2.000000 -0.118022
3 3.000000 -0.260883
4 4.000000 -0.447842
5 5.000000 -0.654941
6 6.000000 -0.839044
7 7.000000 -0.935004
8 8.000000 -0.861190
9 9.000000 -0.547113
10 10.000000 0.000000



7 11
0 0.000000 0.000000
1 1.000000 -0.017577
2 2.000000 -0.071206
3 3.000000 -0.157119
4 4.000000 -0.268761
5 5.000000 -0.392415
6 6.000000 -0.504563
7 7.000000 -0.568522
8 8.000000 -0.532730
9 9.000000 -0.344924
10 10.000000 0.000000



8 11
0 0.000000 0.000000
1 1.000000 0.001720
2 2.000000 0.004310
3 3.000000 0.010405
4 4.000000 0.020106
5 5.000000 0.030888
6 6.000000 0.035693
7 7.000000 0.026208
8 8.000000 0.003977
9 9.000000 -0.011857
10 10.000000 0.000000



9 11
0 0.000000 0.000000
1 1.000000 0.020794
2 2.000000 0.079590
3 3.000000 0.177595
4 4.000000 0.308483
5 5.000000 0.453770
6 6.000000 0.576300
7 7.000000 0.622523
8 8.000000 0.542483
9 9.000000 0.321940
10 10.000000 0.000000



10 11
0 0.000000 0.000000
1 1.000000 0.032363
2 2.000000 0.125811
3 3.000000 0.280517
4 4.000000 0.486293
5 5.000000 0.715128
6 6.000000 0.911512
7 7.000000 0.993041
8 8.000000 0.875837
9 9.000000 0.526346
10 10.000000 0.000000



